created_at,full_text,clean_tweet,Sentiment
2024-09-29 00:04:54+00:00,Dengan pengalaman BAZNAS dalam memberdayakan masyarakat desa melalui balai peternakan dan usaha kecil #IndonesiaEmas #ProgramPresiden #PresidenPrabowo #MakanSiangGratis #KesehatanGratisUntukSemua https://t.co/LLKNdpWGkY,alam baznas daya masyarakat desa balai terna usaha indonesiaemas programpresiden presidenprabowo makansianggratis kesehatangratisuntuksemua,Negatif
2024-09-28 23:53:56+00:00,BAZNAS siap berkolaborasi dengan Prabowo Subianto untuk mendukung program makan siang gratis. #IndonesiaEmas #ProgramPresiden #PresidenPrabowo #MakanSiangGratis #KesehatanGratisUntukSemua https://t.co/zX10wNvkO0,baznas kolaborasi prabowo subianto dukung program makan siang gratis indonesiaemas programpresiden presidenprabowo makansianggratis kesehatangratisuntuksemua,Positif
2024-09-28 11:44:43+00:00,Program makan siang gratis mendapat dukungan BAZNAS! Kolaborasi ini berfokus pada peningkatan gizi serta pemberdayaan masyarakat desa tanpa mengambil keuntungan #IndonesiaEmas #ProgramPresiden #PresidenPrabowo #MakanSiangGratis #KesehatanGratisUntukSemua https://t.co/BN57Ba9XhP,program makan siang gratis dukung baznas kolaborasi fokus tingkat gizi daya masyarakat desa ambil untung indonesiaemas programpresiden presidenprabowo makansianggratis kesehatangratisuntuksemua,Netral
2024-09-28 11:44:24+00:00,BAZNAS bekerja sama dengan Prabowo Subianto mendukung program makan siang gratis sambil memperkuat pemberdayaan ekonomi pedesaan. Fokus pada kesejahteraan rakyat #IndonesiaEmas #ProgramPresiden #PresidenPrabowo #MakanSiangGratis #KesehatanGratisUntukSemua https://t.co/SofaZs8LKa,baznas prabowo subianto dukung program makan siang gratis kuat daya ekonomi desa fokus sejahtera rakyat indonesiaemas programpresiden presidenprabowo makansianggratis kesehatangratisuntuksemua,Positif
2024-09-28 11:44:01+00:00,Dengan kolaborasi BAZNAS dan Prabowo program makan siang gratis bisa jadi solusi atasi gizi buruk sekaligus mendorong usaha kecil di desa #IndonesiaEmas #ProgramPresiden #PresidenPrabowo #MakanSiangGratis #KesehatanGratisUntukSemua https://t.co/WgXiP0we1a,kolaborasi baznas prabowo program makan siang gratis solusi atas gizi buruk dorong usaha desa indonesiaemas programpresiden presidenprabowo makansianggratis kesehatangratisuntuksemua,Negatif
2024-09-28 11:43:45+00:00,BAZNAS siap mendukung program makan siang gratis bersama Prabowo Subianto. Fokusnya? Pemberdayaan masyarakat desa dan peningkatan gizi anak bangsa #IndonesiaEmas #ProgramPresiden #PresidenPrabowo #MakanSiangGratis #KesehatanGratisUntukSemua https://t.co/BBm829VrIl,baznas dukung program makan siang gratis prabowo subianto fokus daya masyarakat desa tingkat gizi anak bangsa indonesiaemas programpresiden presidenprabowo makansianggratis kesehatangratisuntuksemua,Positif
2024-09-28 10:27:45+00:00,BAZNAS siap berkolaborasi dengan Prabowo Subianto untuk mendukung program makan siang gratis #IndonesiaEmas #ProgramPresiden #PresidenPrabowo #MakanSiangGratis #KesehatanGratisUntukSemuaIndonesiaMaju https://t.co/flSItTLnJs,baznas kolaborasi prabowo subianto dukung program makan siang gratis indonesiaemas programpresiden presidenprabowo makansianggratis kesehatangratisuntuksemuaindonesiamaju,Positif
2024-02-28 04:36:00+00:00,Program Makan Siang Gratis Bakal Masuk APBN Bank Dunia Beri Sorotan Singgung Pagu Defisit Fiskal #makansianggratis #APBN #BankDunia https://t.co/nOkm6cWKOy lewat @tribunkaltim,program makan siang gratis masuk apbn bank dunia sorot singgung pagu defisit fiskal makansianggratis apbn bankdunia,Negatif
2024-02-28 04:00:00+00:00,Gibran Rakabuming Raka ikut merespons soal program makan siang gratis yang diwacanakan anggarannya akan berkisan Rp 15 ribu per anak. Gibran menyatakan besaran anggaran tersebut belum dipatok secara pasti. https://t.co/9pZfFQHZL1 #gibran #makangratis #makansianggratis https://t.co/MnwXFF5UWm,gibran rakabuming raka respons program makan siang gratis wacana anggar berkisan rupiah 15 ribu anak gibran besar anggar patok gibran makangratis makansianggratis,Positif
2024-02-28 03:36:30+00:00,Program Makan Siang Gratis dapat 'Wanti-wanti' dari Bank Dunia Sebut Harus Dipersiapkan dengan Matang https://t.co/385eetlDA5 #MakanSiangGratis #Prabowo #Gibran #MakanSiang #Makan #beritaterkini #BankDunia #IMF #Jokowi #pemerintah #Trending #pikiranrakyatkuningan,program makan siang gratis wanti wanti bank dunia siap matang makansianggratis prabowo gibran makansiang makan beritaterkini bankdunia imf jokowi perintah trending pikiranrakyatkuningan,Positif
2024-02-28 02:20:59+00:00,Tenaga Ahli Utama Kantor Staf Presiden RI Abraham Wirotomo membantah kabar pemerintahan Jokowi membahas program makan siang gratis Prabowo-Gibran. Abraham menyebut tidak ada pembahasan program secara detail di sidang kabinet paripurna Senin (26/2/2024) lalu. &lt; #MakanSiangGratis https://t.co/EVSDhSLtqj,tenaga ahli utama kantor staf presiden ri abraham wirotomo ban kabar perintah jokowi bahas program makan siang gratis prabowo gibran abraham sebut bahas program detail sidang kabinet paripurna senin 26 2 2024 lt makansianggratis,Positif
2024-02-28 01:52:28+00:00,Program Makan Siang Gratis Prabowo-Gibran Disorot Dunia . https://t.co/Wpfd0kg5eT #PrabowoGibran #MakanSiangGratis #Anggaran #Negara #Media #Dunia #Reuters #PRMN https://t.co/n0HcYJ3IIO,program makan siang gratis prabowo gibran sorot dunia prabowogibran makansianggratis anggar negara media dunia reuters prmn,Positif
2024-02-27 15:00:03+00:00,Makan Siang Gratis Rp 15 Ribu Per Anak Menkes Kenyang Apa Enggak #riauonline #Riauonlinecoid #Pekanbaru #RIau #MakanSiangGratis #Menkes #MenteriKesehatan #PrabowoGibran #RAPBN https://t.co/vEwB8lPtKH,makan siang gratis rupiah 15 ribu anak menkes kenyang riauonline riauonlinecoid pekanbaru riau makansianggratis menkes menterikesehatan prabowogibran rapbn,Positif
2024-02-27 11:42:03+00:00,Menteri Kesehatan Budi Gunadi Sadikin merespons program makan siang gratis. Ia menekankan diskusi kemarin masih seputar anggaran belum membahas kecukupan gizi penerimanya. Baca selengkapnya: https://t.co/7m5TTHXG2F #makansianggratis #menkes #makangratis https://t.co/9oPEZyy02O,menteri sehat budi gunadi sadikin respons program makan siang gratis tekan diskusi kemarin putar anggar bahas cukup gizi terima baca lengkap makansianggratis menkes makangratis,Netral
2024-02-27 11:41:59+00:00,Menkes Sebut Program Makan Siang Gratis di Rapat Kabinet Kemarin Belum Bahas Gizi..... #Menkes #MakanSiangGratis #Gizi https://t.co/aIThPC4DiJ,menkes program makan siang gratis rapat kabinet kemarin bahas gizi menkes makansianggratis gizi,Negatif
2024-02-27 11:00:34+00:00,Presiden @Jokowi dan jajarannya bahas rencana alokasi anggaran program #MakanSiangGratis yg digagas Prabowo-Gibran. Namun program tersebut mempunyai konsekuensi terhadap kesehatan dan ekonomi negara. Apa itu? Kami bahas di #KBRSore https://t.co/D2oKEj1BEz #PodcastIndonesia https://t.co/1xXiElv1qP,presiden jajar bahas rencana alokasi anggar program makansianggratis yg gagas prabowo gibran program konsekuensi sehat ekonomi negara bahas kbrsore podcastindonesia,Positif
2024-02-27 09:20:37+00:00,#MenkoAirlangga #AirlanggaHartarto #makangratisanak #makangratis #makansianggratis #programmakangratis #programsusugratis #susugratis #ibuhamil #wilayahindonesia #ekonomikeluarga Selengkapnya klik link pada bio/ https://t.co/8eS7iBdy2Z https://t.co/kNPOnxlpp2,menkoairlangga airlanggahartarto makangratisanak makangratis makansianggratis programmakangratis programsusugratis susugratis ibuhamil wilayahindonesia ekonomikeluarga lengkap klik link bio,Negatif
2024-02-27 08:57:26+00:00,Polemik Program Makan Siang Gratis Dibahas saat Sidang Kabinet 3 Tokoh Anggap Itu Tak Pantas #makansianggratis #kabinetjokowi #jokowi #prabowo #gibran https://t.co/SKkfHm4mpF,polemik program makan siang gratis bahas sidang kabinet 3 tokoh anggap makansianggratis kabinetjokowi jokowi prabowo gibran,Positif
2024-02-27 08:54:45+00:00,Anggaran Makan Siang Gratis Disebut Sudah Masuk RAPBN ~N #MakanSiangGratis #RAPBN https://t.co/N1sKnykBgP,anggar makan siang gratis masuk rapbn n makansianggratis rapbn,Positif
2024-02-27 08:23:00+00:00,Menurut Menteri Koordinator Bidang Perekonomian Airlangga Hartanto program ini bisa dilaksanakan meski pemerintah telah memprediksi akan ada defisit APBN tahun anggaran 2025 sekitar 2 4-2 8%. &gt;&gt; https://t.co/k7RySgQOTr #detikfinance #MakanSiangGratis #AirlanggaHartarto https://t.co/SdpHxRM1Pu,menteri koordinator bidang ekonomi airlangga hartanto program laksana perintah prediksi defisit apbn anggar 2025 2 4 2 8 gt gt detikfinance makansianggratis airlanggahartarto,Positif
2024-02-27 08:17:47+00:00,https://t.co/p1C4pvLBiq Prabowo Bisa Contek Makan Siang Gratis Ala India #Prabowo #Gibran #Makansianggratis #India,prabowo contek makan siang gratis ala india prabowo gibran makansianggratis india,Positif
2024-02-27 08:15:10+00:00,TKN soal Program Makan Siang Gratis Masuk RAPBN 2025: Sangat Bagus #TimKampanyeNasional #MakanSiangGratis #RAPBN #Paslon02 #Prabowo #Gibran https://t.co/ZrruO91Wjr,tkn program makan siang gratis masuk rapbn 2025 bagus timkampanyenasional makansianggratis rapbn paslon02 prabowo gibran,Negatif
2024-02-26 10:56:36+00:00,Menteri Airlangga Bawa Kabar Soal Program Makan Siang Gratis Prabowo-Gibran Seporsi Dibanderol Segini https://t.co/EZRWwqPWh0 #ProgramMakanSiangGratis #MakanSiangGratis #Prabowo #Gibran #Jokowi #AirlanggaHartarto #SidangKabinet,menteri airlangga bawa kabar program makan siang gratis prabowo gibran porsi banderol gin programmakansianggratis makansianggratis prabowo gibran jokowi airlanggahartarto sidangkabinet,Positif
2024-02-26 10:13:35+00:00,Airlangga Sebut Makan Siang Gratis Mulai 2025 Itupun Belum Se-Indonesia Tetapi Bertahap https://t.co/x3YnOPiFXD lewat @tribunnews #makansianggratis #AirlanggaHartarto,airlangga makan siang gratis 2025 itu indonesia tahap makansianggratis airlanggahartarto,Positif
2024-02-26 07:04:07+00:00,Sidang Kabinet Jokowo Senggol Program Makan Siang Gratis Prabowo-Gibran https://t.co/5z91S5IYGj #ProgramMakanSiangGratis #MakanSiangGratis #Prabowo #Gibran #Jokowi #SidangKabinet,sidang kabinet jokowo senggol program makan siang gratis prabowo gibran programmakansianggratis makansianggratis prabowo gibran jokowi sidangkabinet,Negatif
2024-02-25 07:52:10+00:00,Da beli beras sachet bingung mo masak gasnya abiz hii .. Emang boleh makan beras azach ? #makanSiangGratis,da beli beras sachet bingung mo masak gas abiz hii emang makan beras azach makansianggratis,Negatif
2024-02-25 03:48:46+00:00,Berilah ikan dia akan makan pada hari itu. Berilah kail maka dia akan makan selamanya. #makansianggratis,ilah ikan makan ilah kail makan makansianggratis,Negatif
2024-02-24 13:04:06+00:00,Prabowo-Gibran membuka peluang untuk pembentukan kementerian koordinator baru yang khusus mengurus program makan siang dan susu gratis. Download #MetroTVXtend sekarang di Play Store dan App Store. #prabowosubianto #gibranrakabumingraka #makansianggratis https://t.co/YnqPbsfATI,prabowo gibran buka peluang bentuk menteri koordinator khusus urus program makan siang susu gratis download metrotvxtend play store app store prabowosubianto gibranrakabumingraka makansianggratis,Positif
2024-02-24 11:53:44+00:00,Program Makan Siang Gratis Mulai Dibahas di Kabinet Jokowi Masuk APBN 2025? ~N #PrabowoGibran #MakanSiangGratis #APBN #Jokowi https://t.co/5d2y1glO31,program makan siang gratis bahas kabinet jokowi masuk apbn 2025 n prabowogibran makansianggratis apbn jokowi,Negatif
2024-02-23 15:06:03+00:00,ini bukan the simpsons tapi ini spongebob. lu lagi parody kah bob? #makansianggratis https://t.co/J3Ry2CjdfI,the simpsons spongebob parody kah bob makansianggratis,Netral
2024-02-23 13:02:19+00:00,Ratusan Warga Cakung Berjibaku Untuk Makan Siang Gratis yang Digelar Polres Jaktim https://t.co/XyDkipqHCe lewat @tribunnews #MakanSiangGratis,ratus warga cakung jibaku makan siang gratis gelar polres jaktim makansianggratis,Positif
2024-02-23 11:29:23+00:00,BREAKING NEWS: Gibran Sambangi Kediaman Prabowo di Kertanegara Bahas Kementerian Makan Siang Gratis https://t.co/FcazYAifbg lewat @tribunnews #Gibran #Prabowo #MakanSiangGratis,breaking news gibran sambang diam prabowo kertanegara bahas menteri makan siang gratis gibran prabowo makansianggratis,Positif
2024-02-23 09:35:40+00:00,Fenomena makan siang gratis. Harga beras naik Sebentar lg bbrp barang pokok bkal naik harga jg ini. #makansianggratis #pajaknaik #smuanaik,fenomena makan siang gratis harga beras sebentar lg bbrp barang pokok bkal harga makansianggratis pajaknaik smuanaik,Positif
2024-02-23 07:23:45+00:00,Makan Gratis Tapi Di Akhir Jabatan?? Rugi Dong #prabowogibran2024 #prabowogibran #prabowopresiden #pemilu2024 #PemiluSerentak2024 #PemiluDamai #pilpres2024 #GibranRakabuming #makansianggratis https://t.co/LhTU4u62bs,makan gratis jabat rugi prabowogibran2024 prabowogibran prabowopresiden pemilu2024 pemiluserentak2024 pemiludamai pilpres2024 gibranrakabuming makansianggratis,Negatif
2024-02-23 07:00:00+00:00,detikers! Yuk dengarkan obrolan kami dengan Wakil Ketua Tim Kampanye Nasional (TKN) Prabowo-Gibran Eddy Soeparno dalam episode terbaru podcast Tolak Miskin 'Membedah Sumber Dana Makan Siang Gratis Prabowo-Gibran'. ⬇️ &gt;&gt; https://t.co/tZUbyPVEf0 #MakanSiangGratis #detikfinance https://t.co/8ofGR0ya8c,detikers ayo dengar obrol wakil ketua tim kampanye nasional tkn prabowo gibran eddy soeparno episode baru podcast tolak miskin bedah sumber dana makan siang gratis prabowo gibran gt gt makansianggratis detikfinance,Netral
2024-02-23 05:17:36+00:00,Prabowo-Gibran Segera Bikin Kementerian Makan Siang Gratis https://t.co/pHIsN8ezCU #5news #PrabowoGibran #makansianggratis,prabowo gibran bikin menteri makan siang gratis 5news prabowogibran makansianggratis,Positif
2024-02-23 03:17:05+00:00,Harusnya kasih kailnya bukan ikannya #makansianggratis,kasih kail ikan makansianggratis,Negatif
2024-02-23 01:27:55+00:00,Gibran akan Temui Prabowo Malam Ini: Bahas Makan Siang Gratis Habis Rp 120 Triliun di Tahun Pertama. Selengkapnya&gt;&gt; https://t.co/HbZjMeWYaS #ahy #sertifikattanah #menteriatrbpn #beritaterkini #makansianggratis https://t.co/1i0pX7Cu7x,gibran temu prabowo malam bahas makan siang gratis habis rupiah 120 triliun lengkap gt gt ahy sertifikattanah menteriatrbpn beritaterkini makansianggratis,Netral
2024-02-19 04:56:37+00:00,Isu Program Makan Siang Gratis Baru 2029 Gibran: Fokus 3T Dulu #MakanSiangGratis #Gibran #ProgramPrabowoGibran https://t.co/PhK5FqnI5W,isu program makan siang gratis 2029 gibran fokus 3t makansianggratis gibran programprabowogibran,Netral
2024-02-19 02:47:14+00:00,Bukan 2029 TKN Tegaskan Program Makan Siang Gratis Dimulai Usai Prabowo-Gibran Dilantik - #PrabowoGibran #MakanSiangGratis #Pemilu2024 #Pilpres2024 #JernihkanHarapan https://t.co/AQHhDzwhoF,2029 tkn tegas program makan siang gratis prabowo gibran lantik prabowogibran makansianggratis pemilu2024 pilpres2024 jernihkanharapan,Positif
2024-02-19 02:04:41+00:00,#Sirekap #makansianggratis #makangratis Kota yang Kehilangan Suara https://t.co/ZRmWs5XonN,sirekap makansianggratis makangratis kota hilang suara,Negatif
2024-02-19 00:17:36+00:00,bdsm bangun dengan semangat makansianggratis,bdsm bangun semangat makansianggratis,Negatif
